Id_Equipament,Nom_Equipament,Tipus_Equipament,Te_Subseus,Id_Seu_Principal,Es_subseu_de,Es_seu_principal,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Entitat,Notes_Equipament,Latitud,Longitud
421,"Foment Martinenc",Ateneus,NO,,,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Titularitat privada","Assoc. Foment Martinenc",,41.4104593,2.182719499999962
432,Freedonia,"Sales de música en viu",NO,,,1,01,"Ciutat Vella",01,"el Raval","Titularitat privada","Assoc. Cultural Freedonia",,41.3772894,2.1670145
232,"Fundació Foto Colectania","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Fundació Foto Colectània",,41.3876349,2.1827391
38,"Fundació Fran Daurel","Museus i col·leccions",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada","Fundació Fran Daurel",,41.368986024213875,2.147697935147927
307,"Fundació Joan Brossa - Centre de les Arts Lliures","Fàbriques de Creació",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Ajuntament de Barcelona","Fundació Joan Brossa",,41.385217359,2.182361375
29,"Fundació Joan Miró","Museus i col·leccions",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència administracions públiques","Fundació Joan Miró",,41.36863,2.159851
494,"Fundació Julio Muñoz Ramonet","Espais d'interès patrimonial",NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Ajuntament de Barcelona","Fundació Julio Muñoz i Ramonet. Ajuntament de Barcelona",,41.39656898913028,2.147035912539778
40,"Fundació Suñol","Museus i col·leccions",NO,,,1,04,"Les Corts",20,"la Maternitat i Sant Ramon","Titularitat privada","Fundació Privada Josep I. Suñol Soler",,41.3826167,2.1262746
483,"Garage 442","Sales de música en viu",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Garage 442",,41.39727,2.16072
484,Gatsby,"Sales de música en viu",NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Titularitat privada",Gatsby,,41.39637,2.15142
349,"Glòries Multicines",Cinemes,NO,,,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Titularitat privada","Edificios y Espectáculos. Grup Balañá",,41.404944395,2.192504086
136,Golem'S,"Sales d'arts escèniques",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada",Magandango,,41.406091398,2.161404860
350,"Gran Sarrià Multicinemes",Cinemes,NO,,,1,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Titularitat privada","Edificios y Espectáculos. Grup Balañá",,41.393832748,2.133194754
191,"Gran Teatre del Liceu","Grans auditoris",NO,,,1,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència administracions públiques","Consorci del Gran Teatre del Liceu",,41.380115249,2.173329003
241,Graner,"Fàbriques de Creació",NO,,,1,03,Sants-Montjuïc,13,"la Marina de Port","Ajuntament de Barcelona","Consorci Mercat de les Flors",,41.361492275,2.135956703
485,Guzzo,"Sales de música en viu",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada",Guzzo,,41.38532,2.18368
305,Hangar,"Fàbriques de Creació",NO,,,1,10,"Sant Martí",71,"Provençals del Poblenou","Ajuntament de Barcelona","Assoc. d'Artistes Visuals de Catalunya (AAVC)",,41.407975,2.198792
169,"Harlem Jazz Club","Sales de música en viu",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","Sergio Daniel Negro Speroni",,41.381142750,2.178407934
229,"Hash Marihuana Cáñamo & Hemp Museum","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","Hemp Museums BV Sucursal Espanya",,41.380783393,2.180139311
496,"Heartbreak Hotel","Sales d'arts escèniques",NO,,,1,03,Sants-Montjuïc,17,"Sants - Badal","Titularitat privada","TITUS ANDRONIC SL",,41.373158866065175,2.128854605845001
170,Heliogàbal,"Sales de música en viu",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada",Heliogàbal,"El 2023 aquest espai va obtenir l'acreditació d'espai de Cultura Viva.",41.40352,2.16018
474,"Ideal - Centre d'Arts Digitals","Centres d'exposicions",NO,,,1,10,"Sant Martí",68,"el Poblenou","Titularitat privada","Layers of reality",,41.39795,2.20267
181,Jamboree,"Sales de música en viu",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","PELAIMAS. Grup Mas i Mas",,41.379703771,2.175268003
171,"Jazz Sí Club","Sales de música en viu",NO,,,1,01,"Ciutat Vella",01,"el Raval","Titularitat privada","Taller de Músics",,41.379806535,2.164072884
126,"Jove Teatre Regina","Sales d'arts escèniques",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Jove Teatre Regina",,41.396845566,2.156149548
456,"KBr Fundación MAPFRE","Centres d'exposicions",NO,,,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Titularitat privada","Fundació MAPFRE",,41.388415,2.1960494
48,L'Aquàrium,"Museus i col·leccions",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","Aspro Parks",,41.376477557,2.184560919
193,L'Auditori,"Grans auditoris",NO,,,1,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència administracions públiques",L'Auditori,,41.398741043,2.185141717
246,L'Autèntica,"Sales d'arts escèniques",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Assoc. La Escuelita",,41.40543,2.15707
435,"La Badabadoc","Sales d'arts escèniques",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Badabadoc Produccions Artístiques",,41.40329835,2.16160013
385,"La Caldera","Fàbriques de Creació",NO,,,1,04,"Les Corts",19,"les Corts","Ajuntament de Barcelona","ACDAC La Caldera",,41.3841617,2.1286503999999695
56,"La Capella","Centres d'exposicions",NO,,,1,01,"Ciutat Vella",01,"el Raval","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.381057326,2.169793857
466,"La Casa de la Sardana","Cases de la Festa",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Confederació Sardanista de Catalunya",,41.38783942673868,2.179949590611282
463,"La Casa dels Entremesos","Cases de la Festa",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Fed. d'Entitats de Cultura Popular i Tradicional de Barcelona Vella i La Casa dels Entremesos",,41.38612232109628,2.176880190594856
306,"La Central del Circ","Fàbriques de Creació",NO,,,1,10,"Sant Martí",70,"el Besòs i el Maresme","Ajuntament de Barcelona","Assoc. de Professionals del Circ de Catalunya",,41.411256,2.22647
486,"La Deskomunal","Sales de música en viu",NO,,,1,03,Sants-Montjuïc,18,Sants,"Titularitat privada","Kop de Mà Bar",,41.37602,2.13239
304,"La Escocesa","Fàbriques de Creació",NO,,,1,10,"Sant Martí",71,"Provençals del Poblenou","Ajuntament de Barcelona","Assoc. d'Idees Ema",,41.411243983,2.203826943
405,"La Gleva","Sales d'arts escèniques",NO,,,1,05,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Titularitat privada","Barbara Granados Simon",,41.403173,2.146046
493,"La Model","Espais d'interès patrimonial",NO,,,1,02,Eixample,09,"la Nova Esquerra de l'Eixample","Ajuntament de Barcelona","Ajuntament de Barcelona",,41.38313067790676,2.1447265959593116
445,"La Nau","Sales de música en viu",NO,,,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Titularitat privada","Teatre de la Nau",,41.3942712,2.197051
469,"La Off Barcelona","Sales d'arts escèniques",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Asoc. Cultural Sala Ón","Antiga Sala Ón.",41.403961,2.168091
61,"La Pedrera","Espais d'interès patrimonial",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Fundació Catalunya - La Pedrera",,41.395316302,2.162043384
214,"La Puntual","Sales d'arts escèniques",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","La Puntual",,41.386779395,2.181261530
398,"La Sonora de Gràcia","Sales de música en viu",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Zanuy i Grifell",,41.3984803,2.1550105
468,"La Torre de la Sagrera","Cases de la Festa",NO,,,1,09,"Sant Andreu",61,"la Sagrera","Ajuntament de Barcelona","Fed. Torre de La Sagrera",,41.42386311946190,2.1919427789188600
127,"La Villarroel","Sales d'arts escèniques",NO,,,1,02,Eixample,08,"l'Antiga Esquerra de l'Eixample","Titularitat privada","Centre d'Investigació i Recerca Teatral i Artística (CIRTA). Grup Focus",,41.384515128,2.157499403
464,"La Violeta de Gràcia","Cases de la Festa",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Ajuntament de Barcelona","Coordinadora de Colles de Cultura Popular de Gràcia",,41.4009781058417,2.156228797341406
26,"La Virreina Centre de la Imatge","Centres d'exposicions",NO,,,1,01,"Ciutat Vella",01,"el Raval","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.382498322,2.171708630
451,Laut,"Sales de música en viu",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada",Giferman,,41.373737,2.170002
399,"Les Enfants","Sales de música en viu",NO,,,1,01,"Ciutat Vella",01,"el Raval","Titularitat privada","Discoteca les Enfants",,41.3780104,2.1737371
423,"Lluïsos d'Horta",Ateneus,NO,,,1,07,Horta-Guinardó,43,Horta,"Titularitat privada","Lluïsos d'Horta",,"41.432317 ",2.1602766999999403
422,"Lluïsos de Gràcia",Ateneus,NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Lluïsos de Gràcia",,41.4072721,2.1556355000000167
172,"Luz de Gas","Sales de música en viu",NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Titularitat privada",Muntanal,,41.394592939,2.149045108
243,"Marula Cafè","Sales de música en viu",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","Marula Barna",,41.38506,2.17340
22,"MCNB Centre Martorell d'Exposicions","Museus i col·leccions",NO,19,"Museu de Ciències Naturals de Barcelona. MCNB",0,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència administracions públiques","Institut de Cultura. Ajuntament de Barcelona","El desembre de 2023, el Museu de Ciències Naturals de Barcelona va recuperar com a nou espai per a exposicions temporals l'antiga seu del Museu Martorell, amb el nom de Centre Martorell d'Exposicions.",41.38740215667359,2.18420736739626
499,"MCNB Hivernacle","Museus i col·leccions",NO,19,"Museu de Ciències Naturals de Barcelona. MCNB",0,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència administracions públiques","Consorci del Museu de Ciències Naturals de Barcelona",,41.38773393328249,2.1838981259092702
23,"MCNB Jardí Botànic de Barcelona","Museus i col·leccions",NO,19,"Museu de Ciències Naturals de Barcelona. MCNB",0,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència administracions públiques","Consorci del Museu de Ciències Naturals de Barcelona",,41.361147184,2.152670465
477,"MCNB Jardí Botànic Històric","Museus i col·leccions",NO,19,"Museu de Ciències Naturals de Barcelona. MCNB",0,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència administracions públiques","Consorci del Museu de Ciències Naturals de Barcelona",,41.3691019,2.1547425
199,"Mercat de les Flors","Sales d'arts escèniques",SI,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència administracions públiques","Consorci Mercat de les Flors",,41.37122403290831,2.1570425220800273
450,Meteoro,"Sales de música en viu",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada","Asoc. Cultural Meteora",,41.371866,2.167476
219,"Milano Jazz Club","Sales de música en viu",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Larregola Univer Milano",,41.3872273,2.1676775
475,"Moco Museum Barcelona","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Modern Contemporary Museum, business name of Moco Museum B.V",,41.38487,2.18153
173,Moog,"Sales de música en viu",NO,,,1,01,"Ciutat Vella",01,"el Raval","Titularitat privada","PELAIMAS. Grup Mas i Mas",,41.377989,2.1750813
369,"MUEC Parc Montjuïc","Museus i col·leccions",NO,370,"Museu Etnològic i de Cultures del Món. MUEC",0,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.369062110,2.155983304
404,"MUHBA Bon Pastor","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,09,"Sant Andreu",59,"el Bon Pastor","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona","Equipament inaugurat l'11 de març de 2023.",41.437479521398274,2.20592659645363
188,"MUHBA Casa de l'Aigua","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,08,"Nou Barris",53,"la Trinitat Nova","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.45358945,2.18753684
389,"MUHBA Domus Avinyó","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.3811464,2.1766719
16,"MUHBA Domus de Sant Honorat","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.383007,2.175869
497,"MUHBA El Born","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.385641483,2.183568044
15,"MUHBA El Call","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.383012,2.175397
390,"MUHBA Fabra i Coats","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.4336755,2.1915119
388,"MUHBA Oliva Artés","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,10,"Sant Martí",71,"Provençals del Poblenou","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.4083335,2.201517
12,"MUHBA Park Güell. Casa del Guarda","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,06,Gràcia,30,"la Salut","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.413478226,2.153109601
444,"MUHBA Porta de Mar","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.3814606,2.1791487
14,"MUHBA Refugi 307","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.371817,2.16647
387,"MUHBA Turó de la Rovira","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,07,Horta-Guinardó,34,"Can Baró","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.4194856,2.1637004
17,"MUHBA Via Sepulcral Romana","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.384719,2.172543
11,"MUHBA Vil·la Joana","Museus i col·leccions",NO,8,"Museu d'Història de Barcelona. MUHBA",0,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.419737,2.099737
13,"MUHBA. Santa Caterina","Espais d'interès patrimonial",NO,189,"Espais patrimonials del MUHBA",0,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.386264,2.178572
190,"MUHBA. Temple d'August","Espais d'interès patrimonial",NO,189,"Espais patrimonials del MUHBA",0,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.384316,2.177521
36,"Museu d'Arqueologia de Catalunya","Museus i col·leccions",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Altres administracions públiques","Generalitat de Catalunya",,41.370153865,2.157646024
28,"Museu d'Art Contemporani de Barcelona. MACBA","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència administracions públiques","Museu d'Art Contemporani de Barcelona",,41.383145956,2.167830774
8,"Museu d'Història de Barcelona. MUHBA","Museus i col·leccions",SI,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.384316,2.177521
37,"Museu d'Història de Catalunya","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",03,"la Barceloneta","Altres administracions públiques","Generalitat de Catalunya",,41.380668608,2.185503480
